UserID,proportion_@,proportion_http,proportion_#,repetition_moyenne_tweets,temps_moyen_entre_tweets,temps_max_entre_tweets
100844732,0.045035460992907804,0.05191489361702128,0.0,0.05999999999999999,15811.057142857142,379358.0
100846643,0.0,0.0,0.0,0.0,12768.833333333336,215130.0
100856868,0.07131578947368421,0.01368421052631579,0.00736842105263158,0.0,10184.56,98386.0
100859362,0.008888888888888889,0.031111111111111114,0.0,0.0,59553.125,167765.0
100860314,0.0,0.11125,0.0,0.0,13140.42857142857,91936.0
100862380,0.04934782608695652,0.010923913043478261,0.043097826086956524,0.0,44923.01092896175,340854.0
100866530,0.0,0.15475,0.0,0.97,3455.8040201005024,6521.0
100873222,0.019381443298969073,0.02515463917525773,0.08268041237113402,0.0,6779.056994818653,87548.0
100873960,0.0,0.12185,0.0,0.9,2842.1055276381903,9768.0
100881295,0.009101123595505618,0.08393258426966294,0.0,0.04,8241.329545454546,330390.0
100884244,0.0,0.021400000000000002,0.0,0.02,12201.89447236181,347703.0
100884692,0.01888888888888889,0.041005291005291,0.0,0.1,3231.063829787234,91158.0
100884696,0.0371830985915493,0.09591549295774648,0.0,0.03,134539.57142857142,916908.0
100885510,0.0,0.025555555555555557,0.0,0.0,23944.647058823528,264232.0
100887116,0.0,0.08085,0.0,0.64,7597.29648241206,601530.0
100887393,0.0,0.008,0.0,0.0,11547.125,105278.0
100890652,0.0070050761421319805,0.11263959390862945,0.0008121827411167512,0.34,6058.035714285714,32898.0
100901429,0.010416666666666666,0.030052083333333337,0.0103125,0.05000000000000001,7852.246073298429,58774.0
100905524,0.0,0.04666666666666667,0.0,0.0,30841.0,61621.0
100910119,0.0,0.065,0.0,0.0,610.0,610.0
100914816,0.0,0.0,0.0,0.0,61622.0,61622.0
100917851,0.0,0.0,0.0,0.0,,
100918152,0.027333333333333334,0.07466666666666667,0.006666666666666667,0.13,249236.2142857143,889625.0
100923149,0.0007500000000000001,0.0917,0.00625,0.0,763.0603015075377,12903.0
100924249,0.00020202020202020202,0.04934343434343434,0.005757575757575758,0.02,2658.5786802030457,51507.0
100934118,0.0,0.09258620689655173,0.007068965517241379,0.0,835.421052631579,4521.0
100934600,0.0075,0.010625,0.0,0.0,9952.967741935483,83090.0
100935259,0.0003954802259887006,0.09186440677966103,0.00847457627118644,0.0,1147.9602272727273,54003.0
100935431,0.0,0.004857142857142858,0.0,0.0,7712.029411764705,80214.0
100936763,0.0035087719298245615,0.0029824561403508773,0.0,0.0,9784.660714285714,83073.0
100937080,0.006111111111111111,0.0,0.0,0.0,10536.941176470587,80635.0
100937775,0.0,0.0,0.0,0.0,7645.210526315789,46258.0
100938067,0.0,0.0,0.0,0.0,6272.8,53950.0
100938399,0.0,0.0065116279069767444,0.0,0.0,10641.809523809523,82262.0
100938702,0.0,0.0,0.0,0.0,2990.1666666666665,8422.0
100947054,0.005939086294416244,0.02299492385786802,0.00035532994923857873,0.0,2214.2551020408164,91917.0
100953881,0.0,0.006956521739130435,0.0,0.0,17351.5,76653.0
100953883,0.02015,0.1038,0.0,0.21,3139.643216080402,10140.0
100954585,0.0,0.0,0.0,0.0,3174.0,3174.0
100954754,0.0,0.0,0.0,0.0,19408.75,70256.0
100954870,0.0,0.0,0.0,0.0,,
100954997,0.0,0.0,0.0,0.0,,
100955134,0.0,0.0,0.0,0.0,,
100956827,0.0,0.09090909090909091,0.00818181818181818,0.0,29285.761904761905,121801.0
100957383,0.0,0.09115000000000001,0.00805,0.0,1130.643216080402,4207.0
100960471,0.0,0.09842105263157895,0.02947368421052632,0.0,72399.77777777778,185984.0
100960753,0.0,0.1,0.0475,0.0,92057.33333333333,186619.0
10096782,0.032400000000000005,0.0375,0.0025,0.0,3892.6281407035176,87747.0
100969014,0.0,0.07,0.0,0.0,13352.4,48737.0
100970312,0.0,0.0528,0.0,0.01,13543.964824120603,104877.0
100975095,0.0,0.04,0.0,0.0,,
100975712,0.0,0.018620689655172416,0.0,0.0,27229.142857142862,86877.0
100977865,0.0,0.10400000000000001,0.024000000000000004,0.0,64414.357142857145,215392.0
100977876,0.0,0.03470588235294118,0.0,0.0,30047.75,86878.0
100979862,0.0,0.04,0.0,0.0,,
100980673,0.0,0.0,0.0724,0.05,3256.1155778894476,21279.0
100982204,0.0,0.11380000000000001,0.005350000000000001,0.0,4497.718592964824,397582.0
100982431,0.0,0.09,0.004568527918781726,0.16,39861.3418367347,245072.0
100982456,0.0,0.10909090909090909,0.0,0.0,163393.0,489792.0
100982464,0.0,0.1,0.0,0.0,85135.79411764706,324562.0
100982517,0.0,0.01125,0.0,0.0,47374.4,220617.0
100982666,0.00075,0.0753,0.0014000000000000002,0.0,7759.994974874372,138351.0
100982774,0.0,0.094,0.0,0.0,152104.75,313160.0
100982841,0.0,0.10777777777777779,0.0,0.0,103916.25,176161.0
100982947,0.0,0.09666666666666666,0.005641025641025641,0.0,71534.93965517242,471438.0
100983000,0.0,0.10893617021276596,0.006595744680851064,0.0,101583.5,406330.0
100983015,0.0,0.10679999999999999,0.0015,0.11,41891.606060606064,284513.0
100983155,0.004098360655737705,0.10737704918032787,0.001639344262295082,0.16,55567.28333333333,518426.0
100983174,0.0,0.07980000000000001,0.0,0.0,3261.045226130653,15887.0
100983238,0.0,0.07965,0.0038,0.0,3690.341708542714,21277.0
100983254,0.0,0.096,0.0,0.0,112479.0,172796.0
100983348,0.0,0.08333333333333333,0.0024193548387096775,0.08,43493.686486486484,313194.0
100983362,0.0,0.09675,0.00395,0.1,33736.70854271357,277306.0
100983447,0.0014754098360655738,0.07934426229508197,0.0,0.2,53577.433333333334,443089.0
100983526,0.0,0.11017543859649123,0.0033333333333333335,0.09,60944.05357142857,525851.0
100983676,0.0,0.08445,0.00155,0.0,3492.572864321608,14986.0
100983761,0.0006,0.0705,0.0009,0.0,5480.51256281407,34369.0
100983853,0.0,0.07555,0.0032500000000000003,0.0,3544.577889447236,20525.0
100983884,0.0,0.07825,0.0048,0.0,3187.4874371859296,17851.0
100983913,0.0,0.09999999999999999,0.004736842105263157,0.0,89404.94444444444,320818.0
100983971,0.0,0.081,0.0,0.0,3806.4472361809044,18085.0
100983996,0.001842105263157895,0.09947368421052633,0.0,0.14,39171.56,316576.0
100984198,0.0,0.05510869565217392,0.0,0.0,23.86813186813187,106.0
100984374,0.0,0.0973015873015873,0.006190476190476191,0.0,137057.67741935485,1016091.0
100984401,0.0,0.1,0.002156862745098039,0.0,135421.04,1213402.0
100984462,0.0,0.09945,0.0044,0.0,41308.91959798995,447835.0
100984648,0.0,0.025333333333333333,0.0,0.0,48029.642857142855,220617.0
100984946,0.002947976878612717,0.10369942196531792,0.005028901734104046,0.0,50738.02906976745,449499.0
100985048,0.0,0.09616438356164385,0.01417808219178082,0.0,1446.448275862069,90012.0
100985071,0.00045,0.1011,0.0014000000000000002,0.0,35024.452261306535,429981.0
100985175,0.0,0.09705,0.00525,0.0,17349.105527638192,83813.0
100985188,0.0,0.10968253968253969,0.0019047619047619048,0.0,124147.91935483871,932327.0
100985214,0.0013333333333333333,0.10533333333333333,0.0055000000000000005,0.0,132939.81355932204,1535200.0
