LengthOfScreenName,LengthOfDescriptionInUserProfile,DaysSinceCreation,NumberOfFollowings,NumberOfFollowers,Following/Followers Ratio,tweets_by_day,proportion_http,proportion_@,proportion_#,temps_moyen_entre_tweets,temps_max_entre_tweets,repetition_moyenne_tweets,Classe
5.0,48.0,962.0,1659.0,738.0,2.245,0.05,0.0410270414140383,0.0134374699256412,0.0,1049874.511627907,17264707.0,0.045,1
12.0,147.0,1034.0,20300.0,20006.0,1.015,1.59,0.0255475978777842,0.0635507301874201,0.0314839890439993,82408.93939393939,1096264.0,0.196,1
13.0,155.0,957.0,14368.0,23308.0,0.616,57.9,0.0699513761507165,0.0509250160034249,0.0090985133764821,9698.621212121212,234906.0,0.0,1
8.0,54.0,1071.0,858.0,811.0,1.057,0.55,0.0671479616741498,0.0867018631021119,0.001763271093168,25952.948186528494,341780.0,0.093,1
6.0,19.0,963.0,1400.0,1147.0,1.22,4.01,0.0569922184219364,0.0002941176470588,0.0,9095.924623115578,53108.0,0.045,1
9.0,111.0,937.0,7207.0,8420.0,0.856,2.85,0.0377311223927252,0.0624619546783781,0.0056062032319015,5638.943820224719,82909.0,0.011,1
13.0,156.0,916.0,20390.0,20677.0,0.986,0.82,0.0903334643655851,0.0224206363736919,0.0021530920060331,100787.38693467336,1205870.0,0.195,1
6.0,115.0,1098.0,99778.0,97754.0,1.021,6.9,0.0524413052051243,0.0731099413444964,0.0113639849820754,3651.9949494949497,40623.0,0.055,1
13.0,85.0,918.0,392.0,102.0,3.806,0.09,0.0696867896229804,0.0356421455552201,0.0385574148074148,1030250.4415584416,52086277.0,0.0,1
13.0,155.0,905.0,3051.0,3534.0,0.863,0.9,0.0341416663862841,0.0696379809505208,0.0139717024149194,76320.58883248731,1045086.0,0.01,1
8.0,16.0,967.0,12313.0,12244.0,1.006,16.98,0.0177571665821278,0.070402088067753,0.0018475642005053,7690.698492462311,184592.0,0.0,1
8.0,58.0,1045.0,3374.0,3164.0,1.066,1.91,0.0471755689676341,0.0050334701549792,0.0160285442421569,18394.276923076923,95571.0,0.01,1
7.0,50.0,912.0,1053.0,491.0,2.14,0.5,0.0011798245614035,0.0002631578947368,0.0,100198.0703517588,758237.0,0.0,1
11.0,160.0,965.0,2245.0,2246.0,0.999,4.27,0.033299444361413,0.0631511626434107,0.021852309772638,22165.68085106383,176129.0,0.0,1
8.0,92.0,939.0,17866.0,16330.0,1.094,0.98,0.0386870060564974,0.0673061557671102,0.0009431666058172,23539.066666666666,168349.0,0.03,1
12.0,153.0,905.0,11325.0,11076.0,1.022,3.65,0.0709420419987723,0.0183941797936363,0.0010378787878787,12966.065326633166,50319.0,0.015,1
8.0,135.0,940.0,903.0,908.0,0.993,0.1,0.0363077284083135,0.0194837740077178,0.0071920072376776,637460.3888888889,5253472.0,0.0,1
15.0,156.0,1042.0,876.0,511.0,1.711,2.04,0.0185439813720187,0.0889210621278809,0.0158940801069363,3676.0564102564094,68765.0,0.0,1
5.0,14.0,951.0,1830.0,1623.0,1.127,1.29,0.0016666666666666,0.0,0.0,11836.281407035178,31604.0,0.995,1
15.0,38.0,1023.0,4447.0,4048.0,1.098,1.15,0.0821889008275227,0.0363983832004074,0.0244321123902275,61570.48947368421,1082002.0,0.021,1
7.0,47.0,898.0,33928.0,31295.0,1.084,25.53,0.0687517533122342,0.0066860084360084,0.0,8329.427135678392,97152.0,0.41,1
10.0,66.0,883.0,1879.0,1768.0,1.062,1.66,0.221253877979803,0.0002392916965781,0.0014334492977709,2340.287878787879,33828.0,0.035,1
8.0,123.0,950.0,7704.0,7027.0,1.096,1.88,0.0445623929353553,0.0530967225064213,0.0550723405811538,24007.522471910117,432005.0,0.022,1
8.0,43.0,916.0,688.0,551.0,1.246,0.53,0.0697842646644038,0.0459482353747588,0.0612187046024396,51233.712230215824,591269.0,0.0,1
7.0,62.0,940.0,1837.0,1829.0,1.004,0.66,0.0992069516794535,0.074989627368861,0.0202812647565436,118797.41414141416,1766734.0,0.01,1
11.0,36.0,964.0,660.0,7210.0,0.092,2.62,0.0566050688621212,0.0493062677643723,0.0150430671803728,81653.85416666667,2017582.0,0.031,1
10.0,40.0,892.0,1944.0,744.0,2.609,0.25,0.1078131276590103,0.0082746668461434,0.0023333333333333,135363.45226130652,4139928.0,0.08,1
15.0,139.0,998.0,1065.0,791.0,1.345,0.89,0.0405217311678375,0.0971940014504905,0.0353022585853485,24191.050505050505,417813.0,0.05,1
7.0,31.0,1030.0,705.0,206.0,3.406,0.12,0.0457512235250827,0.0317833519769766,0.0566660654861035,748208.9075630252,49473644.0,0.0,1
15.0,139.0,893.0,1777.0,901.0,1.97,1.29,0.025587001078464,0.0402291637903928,0.0138755132405598,21624.382653061224,261228.0,0.0,1
8.0,92.0,1078.0,1444.0,1092.0,1.321,1.68,0.0406901332835933,0.0607193793929678,0.0268594577292834,47329.41081081081,602941.0,0.0,1
15.0,98.0,862.0,10293.0,9794.0,1.051,2.21,0.018773569826548,0.0399201074265618,0.0060796292856647,49093.532663316575,651566.0,0.01,1
10.0,58.0,909.0,2001.0,889.0,2.248,0.1,0.0163069867724308,0.0990863876918718,0.0005165289256198,23364.22988505747,1145713.0,0.0,1
11.0,36.0,858.0,5986.0,7160.0,0.836,0.44,0.0610636193776028,0.0989815293543363,0.107528843761722,112773.60406091373,1342901.0,0.0,1
12.0,115.0,992.0,3644.0,3312.0,1.1,3.36,0.0592859260437616,0.0352337219433449,0.0773193502724483,7475.931216931217,69124.0,0.189,1
9.0,61.0,868.0,1772.0,819.0,2.161,0.11,0.0027501738028053,0.0441724630970084,0.0043437765681532,778464.4361702128,42081249.0,0.042,1
10.0,75.0,868.0,3549.0,3225.0,1.1,1.94,0.0687049482865962,0.0177663734184632,0.0083431871986017,35159.56783919598,428729.0,0.0,1
6.0,15.0,1019.0,16613.0,17094.0,0.972,1.4,0.0093042623910047,0.0081556654585917,0.002197097882377,11991.05612244898,84242.0,0.02,1
13.0,145.0,945.0,10691.0,13605.0,0.786,5.55,0.0126662793827027,0.0945392685240226,0.0134552814308148,2851.574468085106,52179.0,0.0,1
14.0,18.0,863.0,1917.0,1052.0,1.821,1.28,0.1016073926073926,0.0005555555555555,0.001301282051282,17308.597989949747,204190.0,0.02,1
11.0,73.0,875.0,805.0,705.0,1.14,0.86,0.0785694499438123,0.037053079932024,0.004856244581185,180659.1717171717,8787766.0,0.01,1
15.0,20.0,1030.0,146.0,64.0,2.246,0.01,0.0654761904761904,0.0,0.0,196091.4,784211.0,0.0,1
7.0,128.0,836.0,6757.0,6784.0,0.996,5.04,0.0366000946081142,0.0057486631016042,0.0016893534273213,12557.548387096776,405162.0,0.166,1
12.0,61.0,854.0,21041.0,23332.0,0.902,3.05,0.0447595153591596,0.0519801096726552,0.0065142347875521,26686.733333333334,195632.0,0.031,1
8.0,156.0,929.0,1749.0,1006.0,1.737,17.63,0.0052975086138351,0.1011829074316025,0.0582503989774397,500.4153846153846,23506.0,0.0,1
7.0,109.0,973.0,1896.0,1159.0,1.634,0.1,0.0361912381956297,0.1269602981559503,0.0352130055934403,225947.65934065933,7461404.0,0.022,1
7.0,29.0,887.0,589.0,422.0,1.392,1.09,0.1399116481535094,0.0059728239154076,0.0047850246215477,69296.0304568528,961378.0,0.247,1
11.0,151.0,926.0,20255.0,19726.0,1.027,4.79,0.0143241947337148,0.0847618273008281,0.0179446700091386,19111.959798994976,610131.0,0.0,1
13.0,71.0,884.0,10270.0,9517.0,1.079,13.41,0.052220294771556,0.0518159478519557,0.0045754185098447,7592.972527472528,86812.0,0.481,1
12.0,71.0,947.0,875.0,740.0,1.181,1.46,0.0948035747072881,0.0132294168487246,0.023590328165986,26919.467336683418,272205.0,0.0,1
6.0,38.0,935.0,5835.0,5420.0,1.076,0.01,0.0903150861484194,0.0357026143790849,0.2525311834135363,1209138.625,5087806.0,0.0,1
14.0,14.0,831.0,2547.0,2694.0,0.945,0.0,0.1253968253968254,0.0222222222222222,0.0555555555555555,211119.5,243537.0,0.0,1
7.0,149.0,859.0,9762.0,8874.0,1.1,6.07,0.0622635173430767,0.102200992702817,0.1703903247663245,19872.6015625,267129.0,0.0,1
7.0,158.0,841.0,8189.0,7444.0,1.1,31.81,0.0247410610806385,0.3935531234925635,0.0551046685914134,10078.762626262624,311826.0,0.04,1
13.0,27.0,867.0,2852.0,2794.0,1.02,3.59,0.0166575785325785,0.2307083333333333,0.0125,7753.974874371859,249898.0,0.055,1
11.0,79.0,808.0,3529.0,3312.0,1.065,9.59,0.0035195182724252,0.1534574113622672,0.0047570774528708,3036.0233918128656,61596.0,0.0,1
9.0,60.0,868.0,1999.0,945.0,2.113,0.06,0.0219126353066771,0.0282321875417534,0.0456033987810382,1520134.125,37893015.0,0.0,1
14.0,149.0,896.0,325.0,504.0,0.644,0.3,0.03215355152147595,0.024794275454300747,0.0014619883040935,13536.113065326634,166075.0,0.0,1
9.0,48.0,828.0,1805.0,1732.0,1.042,1.3,0.0975259314068894,0.0406636871040895,0.004923644767685,73695.00502512563,651644.0,0.075,1
6.0,64.0,828.0,1121.0,561.0,1.995,0.34,0.0910021225997391,0.0009136592051164,0.0036252692031586,119883.48989898988,954621.0,0.0,1
8.0,15.0,946.0,897.0,761.0,1.177,1.27,0.0177845530655885,0.0372958384407603,0.0078441846377201,127752.8944723618,2592122.0,0.0,1
6.0,129.0,822.0,11631.0,11326.0,1.027,3.32,0.0611784312372608,0.0713890731210601,0.0123608298184947,9844.736040609136,61824.0,0.0,1
9.0,34.0,978.0,1963.0,1941.0,1.011,0.96,0.1061194200246815,0.007916847041847,0.0331612554112554,50697.23115577889,356958.0,0.265,1
11.0,35.0,831.0,854.0,868.0,0.983,0.98,0.0515588576360971,0.0484685764862184,0.0530947529693575,29096.98492462312,126171.0,0.07,1
6.0,78.0,792.0,2414.0,2887.0,0.836,0.9,0.0728221691066623,0.0309274325837793,0.0337994040708403,36246.016304347824,584542.0,0.0109999999999999,1
6.0,39.0,800.0,22121.0,24910.0,0.888,1.44,0.0156300067315312,0.0880959807077882,0.0013549473226892,11637.32972972973,589417.0,0.0,1
14.0,65.0,826.0,68782.0,69108.0,0.995,78.46,0.0179699241307975,0.1175329440804184,0.0049698098494889,1165.7411167512691,40935.0,0.0,1
8.0,83.0,798.0,2072.0,4283.0,0.484,4.37,0.0213138494912073,0.0630214058527826,0.002813432685327,13144.323076923078,116039.0,0.0,1
7.0,55.0,994.0,1389.0,2594.0,0.535,5.26,0.0898215765804839,0.0465243474787758,0.0014918414918414,20577.91237113402,284463.0,0.0,1
7.0,51.0,820.0,3800.0,3604.0,1.054,20.83,0.0676142559572462,0.0,0.0399078768453768,4106.125628140703,59692.0,0.02,1
13.0,108.0,811.0,5352.0,4938.0,1.084,4.95,0.1227929778554778,0.0024583333333333,0.0,4401.75879396985,47235.0,0.0,1
9.0,106.0,848.0,13002.0,12073.0,1.077,4.47,0.059491633343567,0.0462588051279866,0.0031749313027306,36234.88775510204,427951.0,0.0,1
5.0,152.0,787.0,5644.0,6444.0,0.876,19.77,0.0129545242566385,0.0508949712146695,0.0,2824.3541666666665,51677.0,0.016,1
14.0,0.0,858.0,797.0,387.0,2.054,0.06,0.0456316585853535,0.0,0.0,1513988.4897959186,73945880.0,0.0,1
11.0,156.0,891.0,22456.0,20471.0,1.097,24.99,0.002394963187802,0.0667418815225734,0.2727165095231584,3022.8341708542707,85304.0,0.0,1
8.0,107.0,903.0,1326.0,3185.0,0.416,29.13,0.0501289103165427,0.0032113278119155,0.0,2458.6173469387754,22214.0,0.041,1
9.0,147.0,791.0,4748.0,4589.0,1.034,4.92,0.0913555307996097,0.0116969604469604,0.0045530763096552,6816.62311557789,57592.0,0.01,1
12.0,159.0,835.0,12335.0,11226.0,1.099,11.01,0.013820782790632,0.1187906186136501,0.001426776740847,4992.388888888889,71626.0,0.0,1
7.0,86.0,777.0,53675.0,58173.0,0.923,2.97,0.1039386693672684,0.0036300965116754,0.0060877178377178,28736.3567839196,178508.0,0.01,1
12.0,157.0,925.0,2292.0,5081.0,0.451,3.53,0.0492880906944837,0.0237472429322402,0.0068156200634825,8432.683333333332,76500.0,0.011,1
10.0,64.0,927.0,7282.0,6620.0,1.1,1.11,0.0339825425904782,0.0529986429569349,0.0041681329148074,31678.94949494949,336575.0,0.0,1
15.0,0.0,764.0,986.0,407.0,2.417,0.06,0.023502223628116,0.0,0.0,1375462.25,43595789.0,0.122,1
8.0,58.0,908.0,1716.0,688.0,2.491,8.25,0.0376397026397026,0.0514270108697353,0.0203915948033595,4332.146739130435,51491.0,0.092,1
6.0,146.0,823.0,19802.0,19928.0,0.994,19.71,0.1209070646415847,0.0,0.0,1818.849246231156,10939.0,0.01,1
8.0,24.0,786.0,5453.0,5992.0,0.91,1.79,0.0107929540587006,0.0396534995966926,0.0010050251256281,105538.61111111112,1812547.0,0.0,1
8.0,159.0,821.0,3650.0,3328.0,1.096,5.65,0.0932320249195249,0.0,0.0,3599.984924623116,14389.0,0.915,1
6.0,117.0,757.0,3426.0,3116.0,1.099,0.01,0.0823829531812725,0.0,0.0168067226890756,9595052.666666666,24336872.0,0.0,1
5.0,27.0,857.0,12453.0,11320.0,1.1,22.74,0.0997060780207065,0.000625,0.0,283.6180904522613,3517.0,0.09,1
8.0,158.0,786.0,1926.0,1414.0,1.361,3.94,0.067360960524534,0.0017028478057889,0.0,6287.326633165829,29032.0,0.0,1
14.0,139.0,940.0,504.0,222.0,2.26,1.69,0.0563671206151351,0.0258594269647658,0.0158997198664768,58814.10050251256,625507.0,0.045,1
12.0,62.0,751.0,15899.0,15673.0,1.014,2.83,0.1070395101636539,0.0090896306384826,0.0013874046368035,10636.382653061224,359161.0,0.02,1
8.0,135.0,843.0,5661.0,8850.0,0.64,3.89,0.0428374089439831,0.0781040879414256,0.0159163871780314,27917.50769230769,474355.0,0.031,1
6.0,0.0,778.0,1894.0,1302.0,1.454,0.11,0.1027086229689869,0.0059042322692474,0.001937984496124,287578.34117647057,8906177.0,0.07,1
7.0,6.0,813.0,3105.0,2852.0,1.088,0.23,0.0437437495709635,0.0296430303365728,0.0004432624113475,355193.60427807487,28603183.0,0.011,1
15.0,59.0,752.0,4529.0,4674.0,0.969,3.09,0.1341106974632633,0.0021655799307314,0.0056508096280823,4809.573604060914,29122.0,0.01,1
11.0,61.0,760.0,20436.0,20866.0,0.979,0.79,0.0808776897468006,0.0154687752898228,0.000542328042328,40019.29145728643,927421.0,0.0,1
6.0,0.0,891.0,16.0,7.0,2.0,0.0,0.0963141025641025,0.0650641025641025,0.0,132288.66666666666,135362.0,0.0,1
8.0,93.0,789.0,12486.0,12952.0,0.964,1.04,0.0333276799879724,0.0501438688935912,0.0119512626821063,31263.386934673366,109330.0,0.01,1
9.0,134.0,840.0,12294.0,11957.0,1.028,24.65,0.060281116593768,0.0,0.0,534.6331658291457,5363.0,0.06,1
14.0,160.0,815.0,1258.0,1035.0,1.214,0.25,0.03215355152147595,0.024794275454300747,0.0014619883040935,13536.113065326634,166075.0,0.0,1
12.0,16.0,857.0,2394.0,8493.0,0.282,3.6,0.0115856500123034,0.0582100943483269,0.0007981081879988,6281.636363636364,62361.0,0.0,1
9.0,58.0,951.0,167.0,92.0,1.796,0.14,0.060998840902687,0.0238562207948966,0.0,616345.4186046511,17282892.0,0.015,1
8.0,160.0,816.0,1985.0,258.0,7.664,0.11,0.0826397668996276,0.0,0.0256132756132756,808601.0229885058,52449529.0,0.045,1
13.0,153.0,774.0,1765.0,629.0,2.802,0.03,0.0762778278603086,0.0257560726310726,0.0,467165.17391304346,2328602.0,0.083,1
15.0,103.0,845.0,4020.0,4373.0,0.919,2.86,0.0949544599632431,0.0008333333333333,0.0,16671.582914572864,109236.0,0.4,1
12.0,39.0,790.0,4283.0,10615.0,0.403,0.11,0.0801494112790646,0.0218037364860214,0.0048780487804878,842931.7037037037,22231466.0,0.024,1
7.0,64.0,813.0,17778.0,17682.0,1.005,10.56,0.0778423866446665,0.0067939739998563,0.000801282051282,26621.49246231156,211285.0,0.525,1
15.0,66.0,760.0,1973.0,1188.0,1.659,0.75,0.0175892543773735,0.0208782294416969,0.000625,12616.447236180904,294761.0,0.04,1
12.0,148.0,788.0,666.0,618.0,1.076,1.65,0.0672315337937141,0.0,0.0,1488.2211055276382,38730.0,0.57,1
8.0,71.0,850.0,14099.0,12844.0,1.098,0.04,0.0162277054462135,0.0291872464158648,0.025156276874785,2352734.483870968,36874887.0,0.0,1
13.0,159.0,769.0,2523.0,2293.0,1.1,25.47,0.0168910346189757,0.0795896602958986,0.0086873473748473,3237.145728643216,50940.0,0.01,1
7.0,0.0,791.0,1614.0,715.0,2.254,1.01,0.0918462973362082,0.0008157671474254,0.0,115160.7727272727,15568471.0,0.4169999999999999,1
8.0,32.0,928.0,1328.0,509.0,2.604,1.35,0.0323544733935729,0.0839012924452101,0.0242297691722578,44047.38,253938.0,0.0,1
9.0,160.0,753.0,34252.0,39345.0,0.871,3.01,0.0199698287844178,0.0527054151593754,0.0134067560956114,11144.450777202072,121606.0,0.0,1
7.0,0.0,743.0,668.0,708.0,0.942,1.61,0.0964180108022646,0.0053053883364764,0.0004710315591144,14387.296875,183583.0,0.0,1
8.0,126.0,900.0,693.0,2553.0,0.271,19.47,0.0832040392742792,0.0008333333333333,0.0,1753.3015075376884,40042.0,0.0,1
7.0,86.0,846.0,195.0,56.0,3.421,0.19,0.0407173830861778,0.0097586283411275,0.007314544960654,450416.561728395,38160007.0,0.012,1
11.0,26.0,745.0,712.0,5828.0,0.122,0.13,0.0791711102782371,0.011912314489634,0.0035145267104029,390059.51041666674,8069791.0,0.0,1
12.0,37.0,737.0,1700.0,2011.0,0.845,6.84,0.1329042762792762,0.0,0.0,9473.577889447237,159676.0,0.01,1
10.0,105.0,781.0,2001.0,917.0,2.18,0.33,0.0708681530887413,0.0094873949579831,0.00125,140830.1407035176,11528510.0,0.065,1
8.0,147.0,771.0,18786.0,17558.0,1.07,18.5,0.041946701425114,0.0895447076232653,0.0906171458431173,12179.596153846154,394499.0,0.0,1
